code,title,session,career,units,delivery_type
ECON3101,Microeconomics 3,First Semester,Undergraduate,6,In Person
IDEC8028,Microeconomics of Development,First Semester,Postgraduate,6,Online or In Person
MEAS6508,Middle East and Central Asia Study Tour,,Postgraduate,6,In Person
MEAS2008,Middle East and Central Asia Study Tour,,Undergraduate,6,In Person
IDEC8034,Middle Eastern Economies,,Postgraduate,6,Online or In Person
DEMO2003,Migration in the Modern World,First Semester,Undergraduate,6,In Person
SCOM2031,"Misinformation, Disinformation, and Risk",First Semester,Undergraduate,6,In Person
SCOM6031,"Misinformation, Disinformation, and Risk",First Semester,Postgraduate,6,Online or In Person
SOCR8011,Mixed Methods Social Research,Winter Session,Postgraduate,6,In Person
SOCS9011,Mixed Methods Social Research,Winter Session,Postgraduate,6,In Person
IDEC8127,Modelling the Global Economy,,Postgraduate,6,Online or In Person
MEAS3009,"Modern Arabian Peninsula: Politics, Security and Society",First Semester,Undergraduate,6,Online or In Person
CHIN1012,Modern Chinese 1: Spoken,First Semester,Undergraduate,6,In Person
CHIN1013,Modern Chinese 1: Written,First Semester,Undergraduate,6,In Person
CHIN2022,Modern Chinese 2: Spoken,Second Semester,Undergraduate,6,In Person
CHIN2023,Modern Chinese 2: Written,Second Semester,Undergraduate,6,In Person
CHIN3017,Modern Chinese 3,First Semester,Undergraduate,6,In Person
CHIN3018,Modern Chinese 4,Second Semester,Undergraduate,6,In Person
CHIN3022,Modern Chinese 5,First Semester,Undergraduate,6,In Person
CHIN3023,Modern Chinese 6,Second Semester,Undergraduate,6,In Person
CHIN3024,Modern Chinese 7,First Semester,Undergraduate,6,In Person
CHIN3025,Modern Chinese 8,Second Semester,Undergraduate,6,In Person
MEAS3005,"Modern Iraq: State, Politics and Society",,Undergraduate,6,Online or In Person
MEAS6005,"Modern Iraq: State, Politics and Society",,Postgraduate,6,In Person
CHEM8032,Modern Materials Applications,First Semester,Postgraduate,6,In Person
CHEM8030,Modern Materials Characterisation,First Semester,Postgraduate,6,In Person
PHIL2074,Modern Theories of Knowledge,,Undergraduate,6,In Person
MEAS6503,"Modern Turkey: History, Society and Culture",,Postgraduate,6,In Person
MEAS2003,"Modern Turkey: History, Society and Culture",,Undergraduate,6,In Person
BIOL2162,Molecular Gene Technology,Second Semester,Undergraduate,6,In Person
BIOL6162,Molecular Gene Technology,Second Semester,Postgraduate,6,In Person
CHEM6208,Molecular Modelling and Computational Chemistry,Second Semester,Postgraduate,6,In Person
CHEM3208,Molecular Modelling and Computational Chemistry,Second Semester,Undergraduate,6,In Person
ECON2026,Money and Banking,Second Semester,Undergraduate,6,In Person
MNGL1002,Mongolian 1,First Semester,Undergraduate,6,Online
MNGL1003,Mongolian 2,Second Semester,Undergraduate,6,Online
MNGL2002,Mongolian 3,First Semester,Undergraduate,6,Online
MNGL2003,Mongolian 4,Second Semester,Undergraduate,6,Online
ARTV1651,Moving Image 1,Second Semester,Undergraduate,6,In Person
ARTV2651,Moving Image 2,,Undergraduate,6,In Person
MUSC8017,Museums and Collections: Key Concepts and Practices,First Semester,Postgraduate,6,Online or In Person
MUSC8009,Museums and Heritage Research Project,First Semester / Second Semester,Postgraduate,6,Online or In Person
MUSI2220,Music Ensemble,First Semester / Second Semester,Undergraduate,6,In Person
MUSI4411,Music Honours Extended Exegesis,,Undergraduate,12,In Person
MUSI1101,Music Performance 1,First Semester,Undergraduate,6,In Person
MUSI1102,Music Performance 2,Second Semester,Undergraduate,6,In Person
MUSI2201,Music Performance 3,First Semester,Undergraduate,6,In Person
MUSI2202,Music Performance 4,First Semester / Second Semester,Undergraduate,6,In Person
MUSI3301,Music Performance 5,First Semester / Second Semester,Undergraduate,6,In Person
MUSI3302,Music Performance 6,First Semester / Second Semester,Undergraduate,6,In Person
MUSI3328,Music Practice as Research,,Undergraduate,6,In Person
MUSI2205,Music Project,Second Semester,Undergraduate,6,Online or In Person
MUSI2209,Music Recording and Production Techniques,Second Semester,Undergraduate,6,In Person
MUSI6209,Music Recording and Production Techniques,,Postgraduate,6,In Person
MUSI4401,Music Research Methods,First Semester,Undergraduate,12,In Person
MUSI4402,Music Research Theories,First Semester,Undergraduate,12,In Person
MUSI3309,Music and Digital Media,Second Semester,Undergraduate,6,In Person
MUSI6009,Music and Digital Media,Second Semester,Postgraduate,6,In Person
MUSI2236,Music and Globalisation,Second Semester,Undergraduate,6,In Person
MUSI6007,Music and Globalisation,Second Semester,Postgraduate,6,In Person
MUSI2234,"Music, History, and Culture",First Semester / Second Semester,Undergraduate,6,In Person
MUSI2227,"Music, Sound and the Moving Image",First Semester,Undergraduate,6,In Person
SPAN2102,Más que palabras: A Journey around the Hispanic World,Second Semester,Undergraduate,6,In Person
LAWS9820,NA Law Research Course for Exchange Students,Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
CHEM6313,NMR Spectroscopy and Mass Spectrometry of Small and Large Molecules,,Postgraduate,6,In Person
CHEM3013,NMR spectroscopy and mass spectrometry of small and large molecules,,Undergraduate,6,In Person
ENGN4810,Nanotechnology and Applications,,Undergraduate,6,In Person
HIST8026,Nation and Memory: The Purposes and Politics of Remembrance,First Semester,Postgraduate,6,Online or In Person
NSPO8006,National Security Policymaking,Second Semester,Postgraduate,6,In Person
NSPO8050,"National Security, Human Rights, and International Law",First Semester,Postgraduate,6,Online or In Person
NSPO8007,National Security: Concepts and Methods,First Semester,Postgraduate,6,Online or In Person
ASIA8020,National and Transnational Histories in Asia and the Pacific,Second Semester,Postgraduate,6,In Person
ASIA2093,Natural Resource Conflicts in Asia and the Pacific,,Undergraduate,6,In Person
HIST2226,Nazi Germany,,Undergraduate,6,In Person
MGMT2004,Negotiation,,Undergraduate,6,In Person
DIPL8044,Negotiation and Conflict Resolution,,Postgraduate,6,In Person
ENGN6628,Network Optimisation and Control,Second Semester,Postgraduate,6,In Person
COMP3704,Network Security,Second Semester,Undergraduate,6,In Person
PSYC6016,Neuropsychology and Cognitive Neuroscience,First Semester,Postgraduate,6,In Person
PSYC3016,Neuropsychology and Cognitive Neuroscience,First Semester,Undergraduate,6,In Person
NEUR8704,Neuroscience Essay,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,6,In Person
NEUR8010,Neuroscience Research Project,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,6,In Person
NEUR8700,Neuroscience Research proposal,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,6,In Person
MEAS2001,New States of Eurasia: Emerging Issues in Politics and Security,Second Semester,Undergraduate,6,In-Person and Online
MGMT7161,New Venture Creation,First Semester,Postgraduate,6,In Person
PHIL2087,Nietzsche,,Undergraduate,6,In Person
ENGN9820,Non Award Engineering and Computer Science Research Exchange,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,3,In Person
SCNC9820,Non Award Science Research Course for Exchange Students,Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
PHYS8303,Nonlinear Dynamics in Physics,First Semester,Postgraduate,6,In Person
PHYS4303,Nonlinear Dynamics in Physics,First Semester,Undergraduate,6,In Person
PHIL2129,Normative Ethical Theory,Second Semester,Undergraduate,6,In Person
POLS3035,Norms and International Law in World Politics,First Semester,Undergraduate,6,In Person
ASIA2096,"North Korea: History, Culture, Politics",Summer Session,Undergraduate,6,In Person
ENGN4205,Nuclear Fuel Cycle,Second Semester,Undergraduate,6,In Person
PHYS8205,Nuclear Fuel Cycle,Second Semester,Postgraduate,6,In Person
PHYS8206,Nuclear Measurement,Second Semester,Postgraduate,6,In Person
REGN8027,Nuclear Safeguards Practice,Second Semester,Postgraduate,6,Online or In Person
REGN8026,"Nuclear Safeguards Regulation: Frameworks, institutions and standards",Autumn Session,Postgraduate,6,Online or In Person
STST8026,Nuclear Strategy,First Semester,Postgraduate,6,Online or In Person
PHYS3106,Nuclear Technologies and Applications,,Undergraduate,6,In Person
LAWS8013,Nuclear Weapons Law,,Postgraduate,6,Online
PHYS2101,Nuclear and Radiation Physics,First Semester,Undergraduate,6,In Person
MATH3301,Number Theory and Cryptography,Second Semester,Undergraduate,6,In Person
MATH6114,Number Theory and Cryptography,Second Semester,Postgraduate,6,In Person
MATH3514,Numerical Optimisation,,Undergraduate,6,In Person
MATH6119,Numerical Optimisation,,Postgraduate,6,In Person
BIAN2119,"Nutrition, Disease and the Environment",First Semester,Undergraduate,6,In Person
ARTV1020,Observational Drawing of the Human Figure,Second Semester,Undergraduate,6,In Person
ASTR4011,Observational Techniques,First Semester,Undergraduate,6,In Person
ASTR8011,Observational Techniques,First Semester,Postgraduate,6,In Person
INDG3008,On-Country immersive learning experience,,Undergraduate,6,In Person
SOCY3169,Online Research Methods,Second Semester,Undergraduate,6,Online or In Person
SOCR4006,Online Research Methods,Second Semester,Undergraduate,6,Online or In Person
SOCR8006,Online Research Methods,Second Semester,Postgraduate,6,Online or In Person
IDEC8008,"Open Economy Macroeconomics, Finance, and Development",Second Semester,Postgraduate,6,Online or In Person
COMP3300,Operating Systems Implementation,Second Semester,Undergraduate,6,In Person
COMP6330,Operating Systems Implementation,Second Semester,Postgraduate,6,In Person
ASTR8016,Optical Instrumentation,Second Semester,Postgraduate,6,In Person
PHYS3057,Optical Physics,First Semester,Undergraduate,6,In Person
PHYS6500,Optical Physics,First Semester,Postgraduate,6,In Person
COMP8691,Optimisation,,Postgraduate,6,In Person
COMP4691,Optimisation,,Undergraduate,6,In Person
ENGN4628,Optimisation and Control with Uncertainty and Constraints,Second Semester,Undergraduate,6,In Person
ECON2125,Optimisation for Economics and Financial Economics,First Semester / Second Semester,Undergraduate,6,In Person
ECON6012,Optimisation for Economics and Financial Economics,First Semester / Second Semester,Postgraduate,6,In Person
ECON8013,Optimisation for Economics and Financial Economics,,Postgraduate,6,In Person
SCNC2201,Optimism and Agency in Times of Change,,Undergraduate,6,In Person
PHYS8017,Optoelectronics and Integrated Optics,Second Semester,Postgraduate,6,In Person
HUMN8038,Oral History and Heritage Practice and Theory,First Semester,Postgraduate,6,In Person
CRIM2007,Order in the Courts: An Introduction to the Australian Judicial System,Second Semester,Undergraduate,6,In Person
MGMT2007,Organisational Behaviour,Second Semester,Undergraduate,6,In Person
MGMT8003,Organisational Behaviour,First Semester / Second Semester / Spring Session,Postgraduate,6,In Person
ECON4492,Organisational Economics,First Semester,Undergraduate,6,In Person
ECON8078,Organisational Economics,First Semester,Postgraduate,6,In Person
MGMT8108,Organisational Learning and Change,,Postgraduate,3,In Person
MGMT8010,Organisational and Ethical Dimensions in Digital Transformation,,Postgraduate,6,In Person
CRIM2002,Organised Crime: Understanding the Underworld,Autumn Session,Undergraduate,6,In Person
CHEM3203,Organometallic Chemistry,First Semester,Undergraduate,6,In Person
CHEM6323,Organometallic Chemistry,First Semester,Postgraduate,6,In Person
POPH8316,Outbreak Investigation,Second Semester,Postgraduate,6,In Person
POPH8916,Outbreak Investigation,Quarter 1,Research,6,In Person
PPEI4000,PPE Honours Research Methods,First Semester,Undergraduate,6,In Person
PPEI1001,PPE Integration 1,Second Semester,Undergraduate,6,In Person
PPEI2001,PPE Integration 2,Second Semester,Undergraduate,6,In Person
ECON3056,"PPE Integration 3: Classic Literature in Politics, Philosophy and Economics",,Undergraduate,6,In Person
PPEI3001,"PPE Integration 3: Classic Literature in Politics, Philosophy and Economics",Second Semester,Undergraduate,6,In Person
DIPL8013,Pacific Diplomacy,First Semester,Postgraduate,6,Online or In Person
IDEC8037,Pacific Economies and Politics,Second Semester,Postgraduate,6,Online or In Person
BAPA1003,Pacific Encounters: An introduction to Pacific Studies,Autumn Session,Undergraduate,6,In Person
PASI1011,Pacific Encounters: An introduction to Pacific Studies,First Semester,Undergraduate,6,In Person
PASI8305,Pacific Feminisms,,Postgraduate,3,Online or In Person
PASI8002,Pacific Foundations: From Maritime Societies to Global Cultures,,Postgraduate,6,In Person
PASI3005,Pacific Islands Field School,,Undergraduate,6,In Person
POLS2055,Pacific Politics,Second Semester,Undergraduate,6,In Person
PASI2001,Pacific Studies in a Globalising World,First Semester,Undergraduate,6,In Person
PASI6001,Pacific Studies in a Globalising World,First Semester,Postgraduate,6,Online or In Person
PASI1012,Pacific Worlds: critical inquiry in Oceania,Second Semester,Undergraduate,6,In Person
ARTV1550,Painting 1,First Semester / Second Semester,Undergraduate,6,In Person
ARTV2550,Painting 2,First Semester / Second Semester,Undergraduate,6,In Person
ENVS6529,Palaeo-Environmental Reconstruction,Autumn Session,Postgraduate,6,In Person
ENVS3029,Palaeo-Environmental Reconstruction,Autumn Session,Undergraduate,6,In Person
EMSC3027,Palaeoclimatology and Climate Change,,Undergraduate,6,Online or In Person
EMSC6027,Palaeoclimatology and Climate Change,,Postgraduate,6,In Person
LING3031,Papuan Languages,,Undergraduate,6,In Person
LING6031,Papuan languages,,Postgraduate,6,In Person
COMP4300,Parallel Systems,First Semester,Undergraduate,6,In Person
COMP8300,Parallel Systems,First Semester,Postgraduate,6,In Person
MATH6406,"Partial Differential Equations, Fourier Analysis and Complex Analysis",Second Semester,Postgraduate,6,In Person
POGO8136,Participating in Public Policy: Citizen Engagement and Public Talk,Summer Session,Postgraduate,6,Online or In Person
ENVS3007,Participatory Resource Management: Working with Communities and Stakeholders,Winter Session,Undergraduate,6,In Person
ENVS6021,Participatory Resource Management: Working with Communities and Stakeholders,Winter Session,Postgraduate,6,In Person
ENVS8018,Partnership Research for Agricultural and Natural Resource-Based Development,,Postgraduate,6,In Person
