code,college,school,areas_of_interest,next_offering,assessment_types,assessment_weights,max_assessment_weight,max_assessment_type,max_assessment_name,blurb,summary_link,selt_link
INFS7004,College of Business and Economics,Research School of Management,Business Information Systems,Jul 2025,"['other', 'participation', 'other', 'exam']","{'SAP Exercise - Individual Assessment (5%)': 5.0, 'Tutorial Participation (12% + 8% = 20%)': 20.0, 'Group Assignment (25%)': 25.0, 'Final Examination - Individual Assessment (50%)': 50.0}",50.0,exam,Final Examination - Individual Assessment (50%),You are not able to enrol in this course if you previously completed INFS2005.,https://programsandcourses.anu.edu.au/course/INFS7004/First%20Semester/3234,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/INFS7004_Time_Series_LRN.pdf
BUSN1002,College of Business and Economics,Research School of Accounting,Accounting,Jul 2025,"['other', 'test/quiz/midsem', 'other', 'exam']","{'Tutorial Preparation': 5.0, 'Week 6 Quiz': 20.0, 'Individual MYOB Assignment': 15.0, 'Final Examination': 60.0}",60.0,exam,Final Examination,To enrol in this course you must have completed BUSN1001,https://programsandcourses.anu.edu.au/course/BUSN1002/First%20Semester/2146,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSN1002_Time_Series_LRN.pdf
BUSN3001,College of Business and Economics,Research School of Accounting,Accounting,Jul 2025,"['oral/presentation', 'participation', 'other', 'essay/report', 'exam']","{'Tutorial Presentation (5%)': 5.0, 'Tutorial Participation (5%)': 5.0, 'Research and Referencing Exercise (10%)': 10.0, 'Research Essay (25%)': 25.0, 'Final Examination (55%)': 55.0}",55.0,exam,Final Examination (55%),To enrol in this course you must have completed BUSN2015,https://programsandcourses.anu.edu.au/course/BUSN3001/First%20Semester/2144,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSN3001_Time_Series_LRN.pdf
BUSN8068,College of Business and Economics,Research School of Accounting,Accounting,Jul 2025,"['oral/presentation', 'oral/presentation', 'other', 'participation', 'exam']","{'In-class Research Presentation A (10%)': 10.0, 'In-class Research Presentation B (15%)': 15.0, 'Research Assignment (25%)': 25.0, 'Workshop Participation (5%)': 5.0, 'Final examination (45%)': 45.0}",45.0,exam,Final examination (45%),To enrol in this course you must have completed BUSN7008.,https://programsandcourses.anu.edu.au/course/BUSN8068/First%20Semester/4159,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSN8068_Time_Series_LRN.pdf
ASIA8021,College of Asia and the Pacific,School of Culture History and Language,"Non Language Asian Studies, Cultural Studies, History, Asian Studies, Asia Pacific Studies",,"['oral/presentation', 'oral/presentation', 'other', 'participation', 'exam']","{'In-class Research Presentation A (10%)': 10.0, 'In-class Research Presentation B (15%)': 15.0, 'Research Assignment (25%)': 25.0, 'Workshop Participation (5%)': 5.0, 'Final examination (45%)': 45.0}",,,,,,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ASIA8021_Time_Series_LRN.pdf
ACST8040,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,Feb 2026,"['other', 'test/quiz/midsem', 'exam']","{'Assignment 1': 5.0, 'In class test': 15.0, 'Final exam': 80.0}",80.0,exam,Final exam,"To enrol in this course you must have completed STAT6045. Incompatible with ACST4031. 
 This course is available to students enrolled in the Bachelor of Actuarial Studies, who have met the following requirements: 
 Have completed at least 120 units of study; 
 Have completed STAT3038; 
 Have met the Actuaries Institute exemption standard for CM1, CS1 and CS2 or equivalent; and, 
 Have a GPA of at least 6. 
 Students enrolled in the Bachelor of Actuarial Studies who have met these requirements and wish to enrol in this course should contact the program convener of the Bachelor of Actuarial Studies to request a permission code for enrollment.",https://programsandcourses.anu.edu.au/course/ACST8040/First%20Semester/3489,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST8040_Time_Series_LRN.pdf
ACST4031,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats","Actuarial Studies, Finance, Statistics",Feb 2026,"['other', 'test/quiz/midsem', 'exam']","{'Assignment 1': 5.0, 'In class test': 15.0, 'Final exam': 80.0}",80.0,exam,Final exam,To enrol in this course you must be studying a Bachelor of Actuarial Studies (Honours) (HACTS) or Bachelor of Social Sciences (Honours in Actuarial Studies and Economics) (ASSAE). Incompatible with ACST8040.,https://programsandcourses.anu.edu.au/course/ACST4031/First%20Semester/3488,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST4031_Time_Series_LRN.pdf
ACST4032,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,Jul 2025,"['test/quiz/midsem', 'other', 'other', 'exam']","{'Online quiz (optional)': 0.0, 'Assignment 1': 10.0, 'Assignment 2': 10.0, 'Final exam': 80.0}",80.0,exam,Final exam,"To enrol in this course, you must have completed ACST4031and be enrolled in Bachelor of Actuarial Studies (Honours) (HACTS) or Bachelor of Social Sciences (Honours in Actuarial Studies and Economics) (ASSAE). 
 Incompatible with ACST8041.",https://programsandcourses.anu.edu.au/2024/course/ACST4032/Second%20Semester/9098,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST4032_Time_Series_LRN.pdf
ACST8041,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,Jul 2025,"['test/quiz/midsem', 'other', 'other', 'exam']","{'Online quiz (optional)': 0.0, 'Assignment 1': 10.0, 'Assignment 2': 10.0, 'Final exam': 80.0}",80.0,exam,Final exam,"To enrol in this course, you must have completed STAT6045 and ACST8040. 
 Incompatible with ACST4032. 
 This course is available to students enrolled in the Bachelor of Actuarial Studies who have completed ACST8040. See the details for that course for further information about requisites. Students enrolled in the Bachelor of Actuarial Studies who have met the requisites and wish to enrol in this course should contact the program convener of the Bachelor of Actuarial Studies to request a permission code for enrolment.",https://programsandcourses.anu.edu.au/2024/course/ACST8041/Second%20Semester/9104,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST8041_Time_Series_LRN.pdf
ACST4062,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,Jul 2025,"['test/quiz/midsem', 'other', 'other', 'exam']","{'Quiz': 0.0, 'Assignment 1': 20.0, 'Assignment 2': 20.0, 'Final exam': 60.0}",60.0,exam,Final exam,Incompatible with ACST3032 and ACST6032.,https://programsandcourses.anu.edu.au/2024/course/ACST4062/Second%20Semester/7933,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST4062_Time_Series_LRN.pdf
ACST3032,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,Jul 2025,"['test/quiz/midsem', 'other', 'other', 'exam']","{'Quiz': 0.0, 'Assignment 1': 20.0, 'Assignment 2': 20.0, 'Final exam': 60.0}",60.0,exam,Final exam,To enrol in this course you must have completed or be concurrently enrolled in STAT3038.,https://programsandcourses.anu.edu.au/2024/course/ACST3032/Second%20Semester/9097,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST3032_Time_Series_LRN.pdf
ACST6032,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,Jul 2025,"['test/quiz/midsem', 'other', 'other', 'exam']","{'Quiz': 0.0, 'Assignment 1': 20.0, 'Assignment 2': 20.0, 'Final exam': 60.0}",60.0,exam,Final exam,"To enrol in this course, you must have previously completed STAT6045 and STAT6057. Incompatible with ACST4062 and ACST3032.",https://programsandcourses.anu.edu.au/2024/course/ACST6032/Second%20Semester/9119,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST6032_Time_Series_LRN.pdf
ACST4500,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,Jul 2025,"['oral/presentation', 'oral/presentation', 'other']","{'Thesis Proposal Presentation to Staff': 5.0, 'Second thesis presentation to staff': 5.0, 'Research thesis': 90.0}",90.0,other,Research thesis,Ths course is incompatible with ACST4600.,https://programsandcourses.anu.edu.au/course/ACST4500/First%20Semester/2635,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST4500_Time_Series_LRN.pdf
STAT3038,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,Jul 2025,"['other', 'other', 'oral/presentation', 'other', 'other', 'exam']","{'Group Rules, Project Plan and Compulsory Group Consultant Meeting - Assignment 1': 0.0, 'Assignment 1': 25.0, 'Presentation': 15.0, 'Group Rules, Project Plan and Compulsory Group Consultant Meeting - Assignment 2': 0.0, 'Assignment 2': 25.0, 'Final exam': 35.0}",35.0,exam,Final exam,"To enrol in this course, you must have: 
 completed or be concurrently enrolled in STAT2005 and STAT3037; and 
 completed or be concurrently enrolled in STAT3036 or STAT3058.",https://programsandcourses.anu.edu.au/2024/course/STAT3038/Second%20Semester/9103,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/STAT3038_Time_Series_LRN.pdf
STAT6045,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,Jul 2025,"['other', 'other', 'oral/presentation', 'other', 'other', 'exam']","{'Group Rules, Project Plan and Compulsory Group Consultant Meeting - Assignment 1': 0.0, 'Assignment 1': 25.0, 'Presentation': 15.0, 'Group Rules, Project Plan and Compulsory Group Consultant Meeting - Assignment 2': 0.0, 'Assignment 2': 25.0, 'Final exam': 35.0}",35.0,exam,Final exam,"To enrol in this course, you must have completed STAT6014 and have completed or be concurrently enrolled in STAT6043 and STAT7004. Incompatible with STAT3038.",https://programsandcourses.anu.edu.au/2024/course/STAT6045/Second%20Semester/9113,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/STAT6045_Time_Series_LRN.pdf
ENGL2067,College of Arts and Social Sciences,"School of Literature, Languages and Linguistics","Cultural Studies, English, Film",Jul 2025,"['essay/report', 'essay/report', 'other']","{'Assessment 1: In-class essay (1.1,1.2,1.3,1.4) (40% total)': 40.0, 'Assessment 2: creative project with exegesis essay (50% total)': 50.0, 'Assessment 3: Forum leadership (10%)': 10.0}",50.0,essay/report,Assessment 2: creative project with exegesis essay (50% total),"To enrol in this course you must have completed 12 Units of English (ENGL) or Screen (SCRN) Courses. 
 Alternatively you may gain permission of the Course Convener to enrol in this course. 
 You are not able to enrol in this course if you have previously completed ENGL6067.",https://programsandcourses.anu.edu.au/2023/course/ENGL2067/Second%20Semester/7255,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ENGL2067_Time_Series_LRN.pdf
LAWS2201,"College of Law, Governance and Policy",Law School,Law,Feb 2026,"['test/quiz/midsem', 'test/quiz/midsem', 'exam', 'participation']","{'Quiz': 10.0, 'Mid-semester Assignment': 20.0, 'Formal Examination': 70.0, 'Optional Class Participation': 10.0}",70.0,exam,Formal Examination,To enrol in this course you must be studying a Bachelor of Laws (ALLB); and have completed or be completing five 1000 level LAWS courses; and have completed LAWS1205 Australian Public Law.,https://programsandcourses.anu.edu.au/course/LAWS2201/First%20Semester/3793,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS2201_Time_Series_LRN.pdf
LAWS6201,"College of Law, Governance and Policy",Law School,Law,Feb 2026,"['test/quiz/midsem', 'test/quiz/midsem', 'exam', 'participation']","{'Online Quiz': 10.0, 'Mid-semester Assignment': 20.0, 'Formal Examination': 70.0, 'Optional Class Participation': 10.0}",70.0,exam,Formal Examination,"To enrol in this course you must be studying a 
 Juris Doctor (MJD) and have completed or be completing five 1000 or 6100 level LAWS courses and have completed LAWS6105 Australian Public Law.",https://programsandcourses.anu.edu.au/course/LAWS6201/First%20Semester/2340,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS6201_Time_Series_LRN.pdf
BUSN3051,College of Business and Economics,Research School of Accounting,Accounting,Jul 2025,"['test/quiz/midsem', 'other', 'test/quiz/midsem', 'exam', 'test/quiz/midsem']","{'90-minute closed book online quiz 1 with Proctorio on Week 6 Lecture': 15.0, 'Individual assignment due on Week 8 Friday 23:59:59': 10.0, '90-minute closed-book written quiz in person at the lecture venue during the lecture time': 15.0, 'Three-hour closed-book examination': 60.0, 'Weekly revision tests': 0.0}",60.0,exam,Three-hour closed-book examination,"To enrol in this course, you must have completed BUSN2037 Fundamentals of Accounting Data Analytics.",https://programsandcourses.anu.edu.au/2024/course/BUSN3051/Second%20Semester/7557,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSN3051_Time_Series_LRN.pdf
LAWS8462,"College of Law, Governance and Policy",Law School,Law,,"['participation', 'essay/report', 'essay/report']","{'Class Participation': 10.0, 'Detailed Essay Abstract and Oral Presentation': 10.0, 'Research Essay': 80.0}",80.0,essay/report,Research Essay,"To enrol in this course you must be studying a; 
 Master of Laws (MLLM) and have completed or be completing LAWS8586 Law and Legal Institutions; or 
 Graduate Certificate of Law (CLAW) and have completed or be completing LAWS8586 Law and Legal Institutions; or 
 Juris Doctor (MJD) and have completed or be completing five 1000 or 6100 level LAWS courses. 
 You are not able to enrol in this course if you have previously completed LAWS4262 Advanced Administrative Law. 
 Students undertaking any ANU graduate program may apply for this course. Enrolments are accepted on a case-by-case basis. Please contact the ANU College of Law for appropriate permission.",https://programsandcourses.anu.edu.au/2023/course/LAWS8462/Winter%20Session/4650,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS8462_Time_Series_LRN.pdf
LAWS4262,"College of Law, Governance and Policy",Law School,Law,,"['participation', 'essay/report', 'essay/report']","{'Class Participation': 10.0, 'Detailed Essay Abstract and Oral Presentation': 10.0, 'Research Essay': 80.0}",80.0,essay/report,Research Essay,"To enrol in this course you must be studying a: 
 Bachelor of Laws (ALLB) and have completed or be completing five 1000 level LAWS courses and have completed LAWS2201 Administrative Law; or 
 Juris Doctor (MJD) and have completed or be completing five 6100 level LAWS courses and have completed LAWS6201 Administrative Law. 
 You are not able to enrol in this course if you have previously completed LAWS8462 Advanced Administrative Law.",https://programsandcourses.anu.edu.au/2023/course/LAWS4262/Winter%20Session/4578,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS4262_Time_Series_LRN.pdf
MATH2322,College of Systems and Society,Mathematical Sciences Institute,Mathematics,Jul 2025,"['other', 'test/quiz/midsem', 'exam']","{'Weekly Assignments': 30.0, 'Quizzes': 20.0, 'Final exam': 50.0}",50.0,exam,Final exam,"To enrol in this course you must have completed MATH1116 with a mark of at least 60. 
 Students who are concurrently enrolled in MATH1116 and have completed at least one of MATH1115 with a mark of at least 90 or MATH2222 with a mark of at least 90, can contact the course convener to request a permission code. 
 Incompatible: MATH3104 and MATH6118",https://programsandcourses.anu.edu.au/2024/course/MATH2322/Second%20Semester/8657,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MATH2322_Time_Series_LRN.pdf
